codpro;Provincia;departamentos;codmun;Municipio;IPU;grupo;clase;Bogotá, D.C.;Medellín;Barranquilla;Cali;Cúcuta;Cartagena;Manizales;Pereira;Bucaramanga;Armenia;Santa Marta;Villavicencio;Ibagué;Sincelejo;Mosquera;San Andrés;Valledupar;Zipaquirá;Montería;Sabanalarga;Neiva;Pasto;Girardot;Tuluá;Cartago;Tunja;Buenaventura;Sogamoso;Barrancabermeja;Fusagasugá;Popayán;Rionegro;Magangué;Aguachica;Florencia;Chiquinquirá;Yopal;Riohacha;La Dorada;Campo de La Cruz;Sevilla;Apartadó;Fonseca;El Carmen de Bolívar;Quibdó;Mariquita;Ocaña;Pamplona;Caucasia;Santander de Quilichao;Arauca;Lorica;Fundación;Bosconia;Montelíbano;Plato;Melgar;La Jagua de Ibirico;Anserma;San Gil;Juan de Acosta;Ipiales;Pitalito;Sahagún;Santiago de Tolú;Saravena;Villa de San Diego de Ubate;Puerto Boyacá;El Banco;Leticia;San Andrés de Tumaco;Providencia;Garzón;Andes;Granada;Puerto Asís;Líbano;Yarumal;Segovia;Aguadas;Tierralta;Mompós;Jericó;Mocoa;Pivijay;Riosucio;La Plata;San Marcos;Socorro;Villeta;Guamo;La Mesa;Málaga;Istmina;San Pablo;Garagoa;Barbosa;Manzanares;Sonsón;Chocontá;Moniquirá;Urrao;San Rafael;Santafé de Antioquia;Puerto Carreño;Belén de Umbría;Chaparral;Paz de Ariporo;Chinácota;Guaduas;Tibú;San José del Guaviare;Puerto Gaitán;La Unión;Pacho;Soatá;Túquerres;San Martín de Loba;San Vicente del Caguán;Caqueza;Cimitarra;Majagual;San Bernardo del Viento;Olaya Herrera;Miraflores;Barranca de Upía;Belén;Muzo;Barbacoas;Guasca;Patía;Ramiriquí;Guapi;Dabeiba;Riosucio;Salazar;Puerto Rondón;Bahía Solano;San Juan de Río Seco;Inírida;Achí;El Cocuy;Manaure;Silvia;Bajo Baudó;Curillo;Mitú;Leguízamo;Labranzagrande;La Primavera
691;Guaduas;Cundinamarca;25320;Guaduas;27,25018381;Rural;Cercana a Urbana;13280;20594;;;;;16016;19955;;;;;11713;;11445;;;13035;;;18445;;9347;;;17671;;21572;16721;13981;;17954;;;;19610;;;4081;;;;;;;4381;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1040;Norte;Norte de Santander;54810;Tibú;27,02471922;Rural;Cercana a Urbana;;;;;12032;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20880;17551;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
820;Guaviare;Meta, Guaviare;95001;San José del Guaviare;26,35711615;Rural;Alejada;;;;;;;;;;;;17000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
970;Río Meta;Meta;50568;Puerto Gaitán;26,00591935;Rural;Cercana a Urbana;;;;;;;;;;;;11233;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1010;Norte;Nariño;52399;La Unión;25,62278723;Rural;Cercana a Intermedia;;;;;;;;;;;;;;;;;;;;;;8518;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
740;Río Negro;Cundinamarca;25513;Pacho;25,55557808;Rural;Perimetropolitana;7023;;;;;;;;;;;18159;21349;;9586;;;4519;;;;;17249;;;11206;;15108;;13825;;;;;;11661;;;14546;;;;;;;17113;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
300;Norte;Boyacá;15753;Soatá;25,50112202;Rural;Cercana a Intermedia;19006;;;;;;;;;;;;;;;;;18499;;;;;;;;11786;;10010;;;;;;;;17945;;;;;;;;;;;;19114;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
990;Centro Occidente;Nariño;52838;Túquerres;25,45513888;Rural;Cercana a Intermedia;;;;;;;;;;;;;;;;;;;;;;5008;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
200;Loba;Bolívar;13667;San Martín de Loba;25,26600582;Rural;Alejada;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
432;El Caguán;Caquetá, Meta;18753;San Vicente del Caguán;24,55441678;Rural;Cercana a Intermedia;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;11062;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
730;Oriente;Cundinamarca, Meta;25151;Caqueza;24,3828809;Rural;Periurbana;6876;;;;;;;;;;;5453;17254;;8192;;;9844;;;;;13912;;;14253;;18155;;9982;;;;;;16418;;;20366;;;;;;;20024;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1232;Vélez Norte;Santander;68190;Cimitarra;24,11646263;Rural;Cercana a Urbana;;19370;;;;;;;13585;;;;;;;;;21333;;;;;20217;;;16101;;19938;7366;;;21098;;14990;;14633;;;11202;;;;;;;14372;19064;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1240;Mojana Sucreña;Sucre;70429;Majagual;23,53581702;Rural;Cercana a Urbana;;;;;;;;;;;;;;12394;;;;;12491;;;;;;;;;;;;;;17627;;;;;;;21341;;;;16476;;;;;13911;;;13185;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
620;Costanera;Córdoba ;23675;San Bernardo del Viento;23,32037649;Rural;Periurbana;;;20641;;;14030;;;;;;;;7256;;;;;6087;17301;;;;;;;;;;;;;13427;;;;;;;14719;;17745;;12276;;;;;11862;;;2046;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1002;Sanquianga;Nariño;52490;Olaya Herrera;23,04144184;Rural;Aislada;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
270;Lengupa;Boyacá;15455;Miraflores;22,02728943;Rural;Cercana a Intermedia;18911;;;;;;;;;;;;;;;;;18405;;;;;;;;12563;;16465;;;;;;;;18727;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
720;Medina;Cundinamarca, Meta;50110;Barranca de Upía;21,91636596;Rural;Cercana a Urbana;18462;;;;;;;;;;;9148;;;21184;;;17955;;;;;;;;18467;;;;;;;;;;;12484;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
360;Valderrama;Boyacá;15087;Belén;20,92579396;Rural;Cercana a Metropolitana;12988;;;;;;;;;;;;;;15710;;;12481;;;;;;;;5769;;3992;;19732;;;;;;11927;20558;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
311;Esmeraldas;Boyacá;15480;Muzo;20,23490288;Rural;Cercana a Intermedia;18165;;;;;;;;;;;;;;20729;;;15596;;;;;;;;14559;;19200;;;;;;;;10831;;;18392;;;;;;;21551;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1003;Telembí;Nariño;52079;Barbacoas;20,16741257;Rural;Alejada;;;;;;;;;;;;;;;;;;;;;;17845;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
700;Guavio;Cundinamarca;25322;Guasca;20,16696036;Rural;Perimetropolitana;4579;;;;;;;;;;;15509;18388;;7372;;;4377;;;;;15035;;;6950;;10851;;11116;;;;;;10827;;;18116;;;;;;;18436;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
490;Sur;Cauca;19532;Patía;20,03706064;Rural;Cercana a Intermedia;;;;19233;;;;;;;;;;;;;;;;;;13752;;;;;;;;;9244;;;;;;;;;;;;;;;;;;;15242;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
280;Márquez;Boyacá;15599;Ramiriquí;19,96755604;Rural;Cercana a Metropolitana;9618;;;;;;;;;;;20754;;;12340;;;9111;;;;;20003;;;3008;;6909;;16361;;;;;;9172;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
470;Occidente;Cauca;19318;Guapi;19,90708631;Rural;Aislada;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
92;Urabá Sur;Antioquia;5234;Dabeiba;19,90006798;Rural;Cercana a Intermedia;;18517;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;21367;;;;;;;;;;10907;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
550;Darién;Chocó;27615;Riosucio;18,75735348;Rural;Cercana a Intermedia;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12180;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1030;Centro;Norte de Santander;54660;Salazar;18,50500033;Rural;Periurbana;;;;;5812;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;21408;11330;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
113;Oriente;Arauca;81591;Puerto Rondón;17,00806517;Rural;Cercana a Intermedia;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;16004;;;;;;;;;;;;;;15881;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
560;Pacífico Norte;Chocó;27075;Bahía Solano;16,6897822;Rural;Aislada;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
710;Magdalena Centro;Cundinamarca;25662;San Juan de Río Seco;16,25045046;Rural;Cercana a Metropolitana;10057;;;;;;17773;;;20324;;19137;10274;;8221;;;12761;;;17006;;7907;;;17086;;20988;20865;12460;;;;;;19025;;;7227;;;;;;;6233;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
810;Guainía;Guainía;94001;Inírida;15,20079777;Rural;Aislada;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
220;Mojana Bolivarense;Bolívar;13006;Achí;15,07101165;Rural;Cercana a Urbana;;;;;;;;;;;;;;13168;;;;;13264;;;;;;;;;;;;;;18400;;;;;;;;;;;17249;;;;;14588;;;13958;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
250;Gutiérrez;Boyacá;15244;El Cocuy;13,98179955;Rural;Alejada;;;;;;;;;;;;;;;;;;;;;;;;;;;;20128;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
872;Norte;La Guajira;44560;Manaure;13,48568148;Rural;Cercana a Intermedia;;;;;;;;;;;15160;;;;;;13496;;;;;;;;;;;;;;;;;;;;;4827;;;;;8869;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
480;Oriente;Cauca;19743;Silvia;13,21078768;Rural;Cercana a Metropolitana;;;;9988;;;;20113;;18612;;;;;;;;;;;;;;13561;17759;;18671;;;;5208;;;;;;;;;;16922;;;;;;;;;5997;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
570;Pacífico Sur;Chocó;27077;Bajo Baudó;11,35236328;Rural;Aislada;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
433;Río Caquetá;Caquetá;18205;Curillo;9,757213471;Rural;Cercana a Intermedia;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7440;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1400;Vaupés;Guaviare, Vaupés;97001;Mitú;7,391797566;Rural;Aislada;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;Amazonía;Putumayo, Amazonas;86573;Leguízamo;6,931745445;Rural;Aislada;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
260;La Libertad;Boyacá;15377;Labranzagrande;5,531538437;Rural;Cercana a Intermedia;;;;;;;;;;;;;;;;;;;;;;;;;;15551;;10673;;;;;;;;;5956;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1412;Llanura;Vichada;99524;La Primavera;0;Rural;Alejada;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
