codpro;Provincia;departamentos;codmun;Municipio;IPU;grupo;clase;Bogotá, D.C.;Medellín;Barranquilla;Cali;Cúcuta;Cartagena;Manizales;Pereira;Bucaramanga;Armenia;Santa Marta;Villavicencio;Ibagué;Sincelejo;Mosquera;San Andrés;Valledupar;Zipaquirá;Montería;Sabanalarga;Neiva;Pasto;Girardot;Tuluá;Cartago;Tunja;Buenaventura;Sogamoso;Barrancabermeja;Fusagasugá;Popayán;Rionegro;Magangué;Aguachica;Florencia;Chiquinquirá;Yopal;Riohacha;La Dorada;Campo de La Cruz;Sevilla;Apartadó;Fonseca;El Carmen de Bolívar;Quibdó;Mariquita;Ocaña;Pamplona;Caucasia;Santander de Quilichao;Arauca;Lorica;Fundación;Bosconia;Montelíbano;Plato;Melgar;La Jagua de Ibirico;Anserma;San Gil;Juan de Acosta;Ipiales;Pitalito;Sahagún;Santiago de Tolú;Saravena;Villa de San Diego de Ubate;Puerto Boyacá;El Banco;Leticia;San Andrés de Tumaco;Providencia;Garzón;Andes;Granada;Puerto Asís;Líbano;Yarumal;Segovia;Aguadas;Tierralta;Mompós;Jericó;Mocoa;Pivijay;Riosucio;La Plata;San Marcos;Socorro;Villeta;Guamo;La Mesa;Málaga;Istmina;San Pablo;Garagoa;Barbosa;Manzanares;Sonsón;Chocontá;Moniquirá;Urrao;San Rafael;Santafé de Antioquia;Puerto Carreño;Belén de Umbría;Chaparral;Paz de Ariporo;Chinácota;Guaduas;Tibú;San José del Guaviare;Puerto Gaitán;La Unión;Pacho;Soatá;Túquerres;San Martín de Loba;San Vicente del Caguán;Caqueza;Cimitarra;Majagual;San Bernardo del Viento;Olaya Herrera;Miraflores;Barranca de Upía;Belén;Muzo;Barbacoas;Guasca;Patía;Ramiriquí;Guapi;Dabeiba;Riosucio;Salazar;Puerto Rondón;Bahía Solano;San Juan de Río Seco;Inírida;Achí;El Cocuy;Manaure;Silvia;Bajo Baudó;Curillo;Mitú;Leguízamo;Labranzagrande;La Primavera
790;Tequendama;Cundinamarca;25386;La Mesa;33,38426775;Rural;Perimetropolitana;66,6;;;;;;;38,9;;38,1;;34,3;33,5;;30,7;;;27;;;26,9;;25,4;;;23,5;;22,1;;20,2;;;;;;16,7;;;15;;;;;;;11,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1190;García Rovira;Santander;68432;Málaga;32,8295113;Rural;Cercana a Urbana;;;;;45,3;;;;39;;;;;;;;;;;;;;;;;24;;22,6;;;;;;;;;;;;;;;;;;;;11,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
580;San Juan;Chocó;27361;Istmina;32,4290855;Rural;Cercana a Intermedia;;;;;;;;39,9;;39;;;;;;;;;;;;;;;24,5;;;;;;;;;;;;;;;;;;;;12,8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
210;Magdalena Medio;Bolívar;13670;San Pablo;31,85415579;Rural;Aislada;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
290;Neira;Boyacá;15299;Garagoa;31,24808422;Rural;Cercana a Metropolitana;68,8;;;;;;;;;;;36,4;;;32,8;;;29,1;;;;;27,5;;;25,6;;24,2;;22,3;;;;;;18,8;17,9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1231;Vélez Sur;Santander;68077;Barbosa;30,86547556;Rural;Cercana a Metropolitana;69,1;;;;;;;;40,9;;;;;;33,2;;;29,5;;;;;;;;26;;24,6;23,4;22,7;;;;;;19,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
380;Alto Oriente;Caldas;17433;Manzanares;30,74998912;Rural;Cercana a Urbana;;;;;;;41,8;41,5;;40,7;;;36,1;;33,3;;;;;;;;28;26,9;26,2;;;;;22,8;;;;;;;;;17,6;;;;;;;14,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
71;La Paz;Antioquia;5756;Sonsón;29,97620508;Rural;Cercana a Metropolitana;;62,1;;;;;42,6;;;;;;;;;;;;;;;;;;;;;;;;;22,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
660;Almeidas;Cundinamarca;25183;Chocontá;29,73620831;Rural;Perimetropolitana;70,3;;;;;;;;;;;37,9;37,1;;34,3;;;30,6;;;;;29;;;27,1;;25,7;;23,9;;;;;;20,3;;;18,6;;;;;;;15,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
330;Ricaurte;Boyacá;15469;Moniquirá;29,61950136;Rural;Cercana a Metropolitana;70,4;;;;;;;;42,2;;;;;;34,4;;;30,8;;;;;;;;27,2;;25,8;24,7;24;;;;;;20,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
81;Penderisco-Sinifaná;Antioquia;5847;Urrao;29,34017439;Rural;Cercana a Metropolitana;;62,8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;22,7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
72;Embalses;Antioquia;5667;San Rafael;28,93603205;Rural;Cercana a Metropolitana;;63,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;23,1;;;;;;;19,4;;;;;;;16;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
60;Occidente;Antioquia;5042;Santafé de Antioquia;28,88275106;Rural;Perimetropolitana;;63,2;;;;;43,7;43,4;;;;;;;;;;;;;;;;;28,1;;;;;;;23,2;;;;;;;;;;;;;16,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1411;Puerto Carreno;Vichada;99001;Puerto Carreño;28,02387091;Rural;Alejada;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1160;Vertiente Occidente;Risaralda;66088;Belén de Umbría;28,00713693;Rural;Periurbana;;64,1;;55,3;;;44,5;44,3;;43,4;;;38,9;;;;;;;;;;30,8;29,6;28,9;;28,7;;;;;;;;;;;;;;19,2;;;;17,2;16,9;;;;15,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1310;Sur;Tolima;73168;Chaparral;27,97102866;Rural;Cercana a Urbana;72;;;;;;;;;43,5;;;38,9;;36,1;;;;;;32,3;;30,8;;;;;;;25,6;;;;;;;;;20,4;;;;;;;17;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
442;Llanura;Casanare;85250;Paz de Ariporo;27,5944424;Rural;Cercana a Intermedia;;;;;;;;;;;;;;;;;;;;;;;;;;;;27,8;;;;;;;;;21,6;;;;;;;;;;;;;;15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1080;Suroriente;Norte de Santander;54172;Chinácota;27,50968842;Rural;Periurbana;;;;;50,6;;;;44,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;17;17;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
691;Guaduas;Cundinamarca;25320;Guaduas;27,25018381;Rural;Cercana a Urbana;72,7;64,9;;;;;45,3;45;;;;;39,6;;36,8;;;33,1;;;33;;31,5;;;29,6;;28,2;27;26,3;;24,8;;;;22,8;;;21,1;;;;;;;17,7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1040;Norte;Norte de Santander;54810;Tibú;27,02471922;Rural;Cercana a Urbana;;;;;51,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;17,5;17,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
820;Guaviare;Meta, Guaviare;95001;San José del Guaviare;26,35711615;Rural;Alejada;;;;;;;;;;;;41,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
970;Río Meta;Meta;50568;Puerto Gaitán;26,00591935;Rural;Cercana a Urbana;;;;;;;;;;;;41,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1010;Norte;Nariño;52399;La Unión;25,62278723;Rural;Cercana a Intermedia;;;;;;;;;;;;;;;;;;;;;;34,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
740;Río Negro;Cundinamarca;25513;Pacho;25,55557808;Rural;Perimetropolitana;74,4;;;;;;;;;;;42,1;41,3;;38,5;;;34,8;;;;;33,2;;;31,3;;29,9;;28;;;;;;24,5;;;22,8;;;;;;;19,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
300;Norte;Boyacá;15753;Soatá;25,50112202;Rural;Cercana a Intermedia;74,5;;;;;;;;;;;;;;;;;34,9;;;;;;;;31,4;;29,9;;;;;;;;24,6;;;;;;;;;;;;19;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
990;Centro Occidente;Nariño;52838;Túquerres;25,45513888;Rural;Cercana a Intermedia;;;;;;;;;;;;;;;;;;;;;;34,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
200;Loba;Bolívar;13667;San Martín de Loba;25,26600582;Rural;Alejada;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
432;El Caguán;Caquetá, Meta;18753;San Vicente del Caguán;24,55441678;Rural;Cercana a Intermedia;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;26,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
730;Oriente;Cundinamarca, Meta;25151;Caqueza;24,3828809;Rural;Periurbana;75,6;;;;;;;;;;;43,3;42,5;;39,7;;;36;;;;;34,4;;;32,5;;31,1;;29,2;;;;;;25,7;;;24;;;;;;;20,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1232;Vélez Norte;Santander;68190;Cimitarra;24,11646263;Rural;Cercana a Urbana;;68;;;;;;;47,7;;;;;;;;;36,3;;;;;34,6;;;32,7;;31,3;30,2;;;27,9;;27,2;;26;;;24,3;;;;;;;20,8;20,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1240;Mojana Sucreña;Sucre;70429;Majagual;23,53581702;Rural;Cercana a Urbana;;;;;;;;;;;;;;41,9;;;;;36,8;;;;;;;;;;;;;;28,4;;;;;;;24,8;;;;21,9;;;;;20,5;;;18,8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
620;Costanera;Córdoba ;23675;San Bernardo del Viento;23,32037649;Rural;Periurbana;;;67,9;;;52,7;;;;;;;;42,1;;;;;37;37;;;;;;;;;;;;;28,6;;;;;;;25;;23,4;;22,1;;;;;20,7;;;19;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1002;Sanquianga;Nariño;52490;Olaya Herrera;23,04144184;Rural;Aislada;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
270;Lengupa;Boyacá;15455;Miraflores;22,02728943;Rural;Cercana a Intermedia;78;;;;;;;;;;;;;;;;;38,4;;;;;;;;34,8;;33,4;;;;;;;;28;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
720;Medina;Cundinamarca, Meta;50110;Barranca de Upía;21,91636596;Rural;Cercana a Urbana;78,1;;;;;;;;;;;45,7;;;42,1;;;38,5;;;;;;;;34,9;;;;;;;;;;;27,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
360;Valderrama;Boyacá;15087;Belén;20,92579396;Rural;Cercana a Metropolitana;79,1;;;;;;;;;;;;;;43,1;;;39,5;;;;;;;;35,9;;34,5;;32,7;;;;;;29,2;28,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
311;Esmeraldas;Boyacá;15480;Muzo;20,23490288;Rural;Cercana a Intermedia;79,8;;;;;;;;;;;;;;43,8;;;40,1;;;;;;;;36,6;;35,2;;;;;;;;29,8;;;28,1;;;;;;;24,7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1003;Telembí;Nariño;52079;Barbacoas;20,16741257;Rural;Alejada;;;;;;;;;;;;;;;;;;;;;;39,7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
700;Guavio;Cundinamarca;25322;Guasca;20,16696036;Rural;Perimetropolitana;79,8;;;;;;;;;;;47,5;46,7;;43,9;;;40,2;;;;;38,6;;;36,7;;35,3;;33,4;;;;;;29,9;;;28,2;;;;;;;24,8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
490;Sur;Cauca;19532;Patía;20,03706064;Rural;Cercana a Intermedia;;;;63,2;;;;;;;;;;;;;;;;;;39,9;;;;;;;;;33,1;;;;;;;;;;;;;;;;;;;23,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
280;Márquez;Boyacá;15599;Ramiriquí;19,96755604;Rural;Cercana a Metropolitana;80;;;;;;;;;;;47,7;;;44,1;;;40,4;;;;;38,8;;;36,9;;35,5;;33,6;;;;;;30,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
470;Occidente;Cauca;19318;Guapi;19,90708631;Rural;Aislada;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
92;Urabá Sur;Antioquia;5234;Dabeiba;19,90006798;Rural;Cercana a Intermedia;;72,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;32,1;;;;;;;;;;26,9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
550;Darién;Chocó;27615;Riosucio;18,75735348;Rural;Cercana a Intermedia;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;28;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1030;Centro;Norte de Santander;54660;Salazar;18,50500033;Rural;Periurbana;;;;;59,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;26;26;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
113;Oriente;Arauca;81591;Puerto Rondón;17,00806517;Rural;Cercana a Intermedia;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;32,1;;;;;;;;;;;;;;25,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
560;Pacífico Norte;Chocó;27075;Bahía Solano;16,6897822;Rural;Aislada;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
710;Magdalena Centro;Cundinamarca;25662;San Juan de Río Seco;16,25045046;Rural;Cercana a Metropolitana;83,7;;;;;;56,3;;;55,2;;51,4;50,6;;47,8;;;44,1;;;44;;42,5;;;40,6;;39,2;38;37,3;;;;;;33,8;;;32,1;;;;;;;28,7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
810;Guainía;Guainía;94001;Inírida;15,20079777;Rural;Aislada;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
220;Mojana Bolivarense;Bolívar;13006;Achí;15,07101165;Rural;Cercana a Urbana;;;;;;;;;;;;;;50,4;;;;;45,3;;;;;;;;;;;;;;36,9;;;;;;;;;;;30,4;;;;;28,9;;;27,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
250;Gutiérrez;Boyacá;15244;El Cocuy;13,98179955;Rural;Alejada;;;;;;;;;;;;;;;;;;;;;;;;;;;;41,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
872;Norte;La Guajira;44560;Manaure;13,48568148;Rural;Cercana a Intermedia;;;;;;;;;;;55,4;;;;;;50,4;;;;;;;;;;;;;;;;;;;;;35;;;;;32;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
480;Oriente;Cauca;19743;Silvia;13,21078768;Rural;Cercana a Metropolitana;;;;70;;;;59,1;;58,2;;;;;;;;;;;;;;44,4;43,7;;43,5;;;;39,9;;;;;;;;;;34;;;;;;;;;30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
570;Pacífico Sur;Chocó;27077;Bajo Baudó;11,35236328;Rural;Aislada;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
433;Río Caquetá;Caquetá;18205;Curillo;9,757213471;Rural;Cercana a Intermedia;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;41;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1400;Vaupés;Guaviare, Vaupés;97001;Mitú;7,391797566;Rural;Aislada;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;Amazonía;Putumayo, Amazonas;86573;Leguízamo;6,931745445;Rural;Aislada;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
260;La Libertad;Boyacá;15377;Labranzagrande;5,531538437;Rural;Cercana a Intermedia;;;;;;;;;;;;;;;;;;;;;;;;;;51,3;;49,9;;;;;;;;;43,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1412;Llanura;Vichada;99524;La Primavera;0;Rural;Alejada;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
